EEG Emotion Detection Results
==================================================

Sample 1 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1647 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.84, POSITIVE: 0.15]
Sample 1648 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1649 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1650 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1651 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.74, NEUTRAL: 0.00, POSITIVE: 0.26]
Sample 1652 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1653 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1654 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.87, NEUTRAL: 0.00, POSITIVE: 0.13]
Sample 1655 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1656 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1657 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1658 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1659 -> Actual Label: POSITIVE -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.97, POSITIVE: 0.03]
Sample 1660 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1661 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1662 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1663 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1664 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1665 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1666 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.95, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 1667 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.32, NEUTRAL: 0.00, POSITIVE: 0.68]
Sample 1668 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.05, POSITIVE: 0.95]
Sample 1669 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.93, NEUTRAL: 0.00, POSITIVE: 0.07]
Sample 1670 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.71, NEUTRAL: 0.00, POSITIVE: 0.29]
Sample 1671 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.93, NEUTRAL: 0.00, POSITIVE: 0.07]
Sample 1672 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1673 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1674 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1675 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.98, POSITIVE: 0.02]
Sample 1676 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1677 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1678 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1679 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1680 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1681 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1682 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1683 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1684 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1685 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1686 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1687 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1688 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1689 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1690 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.87, NEUTRAL: 0.00, POSITIVE: 0.13]
Sample 1691 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1692 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1693 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1694 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1695 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1696 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1697 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1698 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1699 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1700 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1701 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1702 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.52, NEUTRAL: 0.00, POSITIVE: 0.48]
Sample 1703 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1704 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1705 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1706 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1707 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1708 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1709 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1710 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.07, NEUTRAL: 0.00, POSITIVE: 0.93]
Sample 1711 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1712 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.94, NEUTRAL: 0.00, POSITIVE: 0.06]
Sample 1713 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.95, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 1714 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1715 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1716 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1717 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1718 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1719 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.06, POSITIVE: 0.93]
Sample 1720 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1721 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 1722 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1723 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.93, NEUTRAL: 0.00, POSITIVE: 0.07]
Sample 1724 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1725 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.91, NEUTRAL: 0.00, POSITIVE: 0.09]
Sample 1726 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.80, NEUTRAL: 0.00, POSITIVE: 0.20]
Sample 1727 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1728 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.95, POSITIVE: 0.05]
Sample 1729 -> Actual Label: POSITIVE -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1730 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 1731 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1732 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1733 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1734 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.07, POSITIVE: 0.93]
Sample 1735 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1736 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 1737 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1738 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1739 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1740 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1741 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.03, POSITIVE: 0.96]
Sample 1742 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1743 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1744 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1745 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1746 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.77, NEUTRAL: 0.00, POSITIVE: 0.22]
Sample 1747 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1748 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1749 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1750 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1751 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1752 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1753 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1754 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1755 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.95, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 1756 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.87, NEUTRAL: 0.00, POSITIVE: 0.13]
Sample 1757 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1758 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1759 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.77, NEUTRAL: 0.00, POSITIVE: 0.23]
Sample 1760 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1761 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1762 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1763 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1764 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1765 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1766 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1767 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1768 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1769 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1770 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.99, POSITIVE: 0.01]
Sample 1771 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1772 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.06, POSITIVE: 0.94]
Sample 1773 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1774 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.19, POSITIVE: 0.80]
Sample 1775 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.00, POSITIVE: 0.99]
Sample 1776 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1777 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1778 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1779 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1780 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1781 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1782 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1783 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 1.00, NEUTRAL: 0.00, POSITIVE: 0.00]
Sample 1784 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.98, NEUTRAL: 0.00, POSITIVE: 0.02]
Sample 1785 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1786 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1787 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1788 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1789 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1790 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1791 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.96, NEUTRAL: 0.00, POSITIVE: 0.04]
Sample 1792 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1793 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.97, NEUTRAL: 0.00, POSITIVE: 0.03]
Sample 1794 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.01, POSITIVE: 0.99]
Sample 1795 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1796 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1797 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1798 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1799 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 0.00, POSITIVE: 1.00]
Sample 1800 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.01, POSITIVE: 0.98]
Sample 1801 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1802 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.64, NEUTRAL: 0.00, POSITIVE: 0.36]
Sample 1803 -> Actual Label: POSITIVE -> Predicted Label: POSITIVE -> Probabilities: [NEGATIVE: 0.01, NEUTRAL: 0.02, POSITIVE: 0.98]
Sample 1804 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
Sample 1805 -> Actual Label: POSITIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.66, NEUTRAL: 0.00, POSITIVE: 0.34]
Sample 1806 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.95, NEUTRAL: 0.00, POSITIVE: 0.05]
Sample 1807 -> Actual Label: NEGATIVE -> Predicted Label: NEGATIVE -> Probabilities: [NEGATIVE: 0.99, NEUTRAL: 0.00, POSITIVE: 0.01]
Sample 1808 -> Actual Label: NEUTRAL -> Predicted Label: NEUTRAL -> Probabilities: [NEGATIVE: 0.00, NEUTRAL: 1.00, POSITIVE: 0.00]
